ptg000001l_1_1_1,49.5315
ptg000002l_1_1_1,56.2465
ptg000003l_1_1_1,52.0559
ptg000004l_1_1_1,56.5823
ptg000005l_1_1_1,53.8945
ptg000006l_1_1_1,54.3066
ptg000007l_1_1_1,57.3281
ptg000008l_1_1_1,58.3199
ptg000009l_1_1_1,54.1878
ptg000010l_1_1_1,54.5357
ptg000011l_1_1_1,52.8781
ptg000012l_1_1_1,52.701
ptg000013l_1_1_1,51.6802
ptg000014l_1_1_1,54.4722
ptg000015l_1_1_1,47.0121
ptg000016l_1_1_1,50.8527
ptg000017l_1_1_1,53.8174
ptg000018l_1_1_1,51.1023
ptg000019l_1_1_1,54.242
ptg000020l_1_1_1,54.2934
ptg000021l_1_1_1,51.7459
ptg000022l_1_1_1,48.993
ptg000023l_1_1_1,55.2078
ptg000024l_1_1_1,55.9663
ptg000025l_1_1_1,56.3578
ptg000026l_1_1_1,52.7018
ptg000027l_1_1_1,51.2449
ptg000028l_1_1_1,58.0919
ptg000029l_1_1_1,56.1747
ptg000030l_1_1_1,59.5026
ptg000031l_1_1_1,50.4734
ptg000032l_1_1_1,54.1587
ptg000033l_1_1_1,52.7693
ptg000034l_1_1_1,49.6754
ptg000035l_1_1_1,55.4676
ptg000036l_1_1_1,53.4768
ptg000037l_1_1_1,56.8947
ptg000038l_1_1_1,59.8252
ptg000039l_1_1_1,56.3033
ptg000040l_1_1_1,58.9091
ptg000041l_1_1_1,55.2242
ptg000042l_1_1_1,53.1586
ptg000043l_1_1_1,50.662
ptg000044l_1_1_1,56.5711
ptg000045l_1_1_1,57.4172
ptg000046l_1_1_1,56.1715
ptg000047l_1_1_1,55.4322
ptg000048l_1_1_1,53.7553
ptg000049l_1_1_1,47.7373
ptg000050l_1_1_1,55.6282
ptg000051l_1_1_1,51.0258
ptg000052l_1_1_1,43.9602
ptg000053l_1_1_1,50.5484
ptg000054l_1_1_1,50.2172
ptg000055l_1_1_1,43.4381
ptg000056l_1_1_1,41.2749
ptg000057l_1_1_1,69.707
ptg000058l_1_1_1,50.5148
ptg000059l_1_1_1,57.8375
ptg000060l_1_1_1,62.9423
ptg000061l_1_1_1,49.0295
ptg000062l_1_1_1,46.9015
ptg000063l_1_1_1,48.9287
ptg000064l_1_1_1,50.6499
ptg000065l_1_1_1,59.9242
ptg000066l_1_1_1,55.8501
ptg000068l_1_1_1,53.488
ptg000069l_1_1_1,56.3077
ptg000070l_1_1_1,45.2042
ptg000071l_1_1_1,48.039
ptg000072l_1_1_1,49.0494
ptg000073l_1_1_1,50.1991
ptg000074l_1_1_1,54.3604
ptg000075l_1_1_1,57.1106
ptg000076l_1_1_1,53.7191
ptg000077l_1_1_1,54.2962
ptg000078l_1_1_1,47.4099
ptg000079l_1_1_1,54.8583
ptg000080l_1_1_1,45.578
ptg000081l_1_1_1,56.2971
ptg000082l_1_1_1,51.8957
ptg000083l_1_1_1,51.9911
ptg000084l_1_1_1,56.4788
ptg000085l_1_1_1,51.6442
ptg000086l_1_1_1,53.4293
ptg000087l_1_1_1,59.352
ptg000088l_1_1_1,47.4176
ptg000089l_1_1_1,46.2602
ptg000090l_1_1_1,80.9966
ptg000091l_1_1_1,54.7513
ptg000092l_1_1_1,53.7775
ptg000093l_1_1_1,46.8049
ptg000094l_1_1_1,55.3919
ptg000095l_1_1_1,56.1561
ptg000096l_1_1_1,53.6019
ptg000097l_1_1_1,57.1828
ptg000098l_1_1_1,71.9781
ptg000099l_1_1_1,59.6255
ptg000100l_1_1_1,60.7251
ptg000101l_1_1_1,55.0706
ptg000103l_1_1_1,59.2622
ptg000104l_1_1_1,49.4175
ptg000106l_1_1_1,39.0861
ptg000107l_1_1_1,53.9825
ptg000108l_1_1_1,54.5956
ptg000109l_1_1_1,47.4208
ptg000110l_1_1_1,52.8388
ptg000111l_1_1_1,52.383
ptg000112l_1_1_1,45.1945
ptg000113l_1_1_1,126.22
ptg000114l_1_1_1,46.752
ptg000115l_1_1_1,52.8781
ptg000116l_1_1_1,57.0549
ptg000118l_1_1_1,46.1119
ptg000119l_1_1_1,56.4608
ptg000121l_1_1_1,52.7226
ptg000122l_1_1_1,56.1604
ptg000123l_1_1_1,52.0135
ptg000124l_1_1_1,57.6687
ptg000127l_1_1_1,53.3934
ptg000128l_1_1_1,57.1915
ptg000129l_1_1_1,51.4629
ptg000130l_1_1_1,48.2988
ptg000131l_1_1_1,57.208
ptg000132l_1_1_1,56.8575
ptg000133l_1_1_1,47.1329
ptg000134l_1_1_1,55.0808
ptg000135l_1_1_1,49.8509
ptg000136l_1_1_1,48.0494
ptg000138l_1_1_1,55.4119
ptg000140l_1_1_1,54.4743
ptg000141l_1_1_1,50.6051
ptg000142l_1_1_1,60.806
ptg000143l_1_1_1,44.5112
ptg000144l_1_1_1,104.402
ptg000145l_1_1_1,52.1278
ptg000147l_1_1_1,57.5167
ptg000148l_1_1_1,51.6057
ptg000149l_1_1_1,52.267
ptg000150l_1_1_1,42.431
ptg000151l_1_1_1,42.3592
ptg000152l_1_1_1,55.856
ptg000154l_1_1_1,49.6692
ptg000157l_1_1_1,55.6309
ptg000158l_1_1_1,57.0986
ptg000159l_1_1_1,51.1267
ptg000164l_1_1_1,53.5927
ptg000166l_1_1_1,37.0477
ptg000167l_1_1_1,55.2963
ptg000169l_1_1_1,56.752
ptg000170l_1_1_1,42.206
ptg000171l_1_1_1,69.2761
ptg000172l_1_1_1,54.5944
ptg000178l_1_1_1,53.2553
ptg000181l_1_1_1,91.4067
ptg000184l_1_1_1,49.5808
ptg000185l_1_1_1,51.0661
ptg000191l_1_1_1,66.2181
ptg000192l_1_1_1,55.9088
ptg000199l_1_1_1,53.4962
ptg000200l_1_1_1,1538.71
ptg000205c_1_1_1,102.653
ptg000206l_1_1_1,45.9342
ptg000209l_1_1_1,50.3598
ptg000263c_1_1_1,52.9575
ptg000266l_1_1_1,91.7315
ptg000285l_1_1_1,52.8164
ptg000288l_1_1_1,14.6847
ptg000333l_1_1_1,85.0192
ptg000379l_1_1_1,51.4019
ptg000388l_1_1_1,5.53662
ptg000578l_1_1_1,84.119
