ptg000388l_1_1_1	223093	3393	ptg000388l_1_1_1	KT366954.1	99.464	1867	10	0	11488	13354	1	1867	0.0	Orobanche austrohispanica	Eukaryota	Orobanche austrohispanica clone Oaus-c51709 genomic sequence
ptg000388l_1_1_1	64499	2992	ptg000388l_1_1_1	NC_045905.1	90.560	2267	204	8	11431	13689	2805	5069	0.0	Sydowia polyspora	Eukaryota	Sydowia polyspora mitochondrion, complete genome
ptg000388l_1_1_1	64499	2350	ptg000388l_1_1_1	NC_045905.1	94.682	1523	65	9	33851	35360	13028	14547	0.0	Sydowia polyspora	Eukaryota	Sydowia polyspora mitochondrion, complete genome
ptg000388l_1_1_1	64499	1986	ptg000388l_1_1_1	NC_045905.1	88.764	1691	98	45	41996	43654	19523	17893	0.0	Sydowia polyspora	Eukaryota	Sydowia polyspora mitochondrion, complete genome
ptg000388l_1_1_1	64499	1986	ptg000388l_1_1_1	NC_045905.1	88.764	1691	98	45	4434	6092	19523	17893	0.0	Sydowia polyspora	Eukaryota	Sydowia polyspora mitochondrion, complete genome
ptg000388l_1_1_1	64499	1862	ptg000388l_1_1_1	NC_045905.1	87.648	1603	197	1	8667	10268	1	1603	0.0	Sydowia polyspora	Eukaryota	Sydowia polyspora mitochondrion, complete genome
ptg000388l_1_1_1	64499	1615	ptg000388l_1_1_1	NC_045905.1	87.762	1381	169	0	46229	47609	1	1381	0.0	Sydowia polyspora	Eukaryota	Sydowia polyspora mitochondrion, complete genome
ptg000388l_1_1_1	64499	1539	ptg000388l_1_1_1	NC_045905.1	80.379	2059	376	22	17044	19097	7643	5608	0.0	Sydowia polyspora	Eukaryota	Sydowia polyspora mitochondrion, complete genome
ptg000388l_1_1_1	64499	1365	ptg000388l_1_1_1	NC_045905.1	83.059	1517	243	14	23026	24534	36835	35325	0.0	Sydowia polyspora	Eukaryota	Sydowia polyspora mitochondrion, complete genome
ptg000388l_1_1_1	64499	1114	ptg000388l_1_1_1	NC_045905.1	97.130	662	15	4	41176	41835	20285	19626	0.0	Sydowia polyspora	Eukaryota	Sydowia polyspora mitochondrion, complete genome
ptg000388l_1_1_1	64499	1114	ptg000388l_1_1_1	NC_045905.1	97.130	662	15	4	3614	4273	20285	19626	0.0	Sydowia polyspora	Eukaryota	Sydowia polyspora mitochondrion, complete genome
ptg000388l_1_1_1	64499	990	ptg000388l_1_1_1	NC_045905.1	88.603	816	91	2	14352	15166	26963	27777	0.0	Sydowia polyspora	Eukaryota	Sydowia polyspora mitochondrion, complete genome
ptg000388l_1_1_1	64499	891	ptg000388l_1_1_1	NC_045905.1	87.044	795	96	6	30490	31280	33493	32702	0.0	Sydowia polyspora	Eukaryota	Sydowia polyspora mitochondrion, complete genome
