ptg000181l_1_1_1	6579	2316	ptg000181l_1_1_1	LR736855.1	77.288	4174	797	92	12874163	12878260	3619420	3623518	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2279	ptg000181l_1_1_1	LR736855.1	77.134	4159	807	81	12874486	12878566	3619420	3623512	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2278	ptg000181l_1_1_1	LR736855.1	77.008	4245	809	94	12874569	12878757	3619379	3623512	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2257	ptg000181l_1_1_1	LR736855.1	77.117	4134	799	89	12873836	12877907	3619384	3623432	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2198	ptg000181l_1_1_1	LR736855.1	76.679	4258	816	91	12874894	12879129	3619416	3623518	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2172	ptg000181l_1_1_1	LR736855.1	76.584	4245	821	96	12865860	12870049	3619379	3623505	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2146	ptg000181l_1_1_1	LR736855.1	76.643	4153	808	101	6188911	6192961	3619420	3623512	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2135	ptg000181l_1_1_1	LR736855.1	76.416	4291	814	109	12844433	12848676	3619379	3623518	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2132	ptg000181l_1_1_1	LR736855.1	76.449	4280	805	109	12843097	12847312	3619379	3623519	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2119	ptg000181l_1_1_1	LR736855.1	76.385	4260	817	100	12843853	12848048	3619379	3623513	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2119	ptg000181l_1_1_1	LR736855.1	76.541	4169	802	104	12824657	12828720	3619379	3623476	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2113	ptg000181l_1_1_1	LR736855.1	76.374	4275	808	111	12825249	12829456	3619379	3623518	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2113	ptg000181l_1_1_1	LR736855.1	76.364	4252	819	92	12825417	12829594	3619379	3623518	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2111	ptg000181l_1_1_1	LR736855.1	76.342	4248	826	103	12824526	12828702	3619379	3623518	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2108	ptg000181l_1_1_1	LR736855.1	76.363	4256	812	114	6208745	6212922	3619379	3623518	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2108	ptg000181l_1_1_1	LR736855.1	76.401	4229	810	94	12844757	12848886	3619379	3623518	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2106	ptg000181l_1_1_1	LR736855.1	76.471	4165	810	91	6207547	6211662	3619378	3623421	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2102	ptg000181l_1_1_1	LR736855.1	76.429	4200	806	100	12843483	12847599	3619420	3623518	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2098	ptg000181l_1_1_1	LR736855.1	76.310	4238	825	109	6188398	6192554	3619379	3623518	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2093	ptg000181l_1_1_1	LR736855.1	76.346	4215	816	106	12823903	12828024	3619379	3623505	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2089	ptg000181l_1_1_1	LR736855.1	76.481	4120	805	98	12866431	12870456	3619420	3623469	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2080	ptg000181l_1_1_1	LR736855.1	76.335	4175	818	104	6209224	6213304	3619420	3623518	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2074	ptg000181l_1_1_1	LR736855.1	76.141	4271	837	94	325547	329766	3619379	3623518	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2073	ptg000181l_1_1_1	LR736855.1	76.202	4244	827	99	12865930	12870099	3619379	3623513	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2049	ptg000181l_1_1_1	LR736855.1	76.075	4234	842	105	6219595	6223751	3619379	3623518	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2039	ptg000181l_1_1_1	LR736855.1	76.009	4285	835	109	6188432	6192668	3619379	3623518	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2037	ptg000181l_1_1_1	LR736855.1	76.151	4214	813	103	12867283	12871415	3619416	3623518	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2037	ptg000181l_1_1_1	LR736855.1	76.122	4213	823	99	6219470	6223613	3619420	3623518	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2036	ptg000181l_1_1_1	LR736855.1	76.527	4043	761	96	12866253	12870162	3619421	3623408	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2032	ptg000181l_1_1_1	LR736855.1	76.111	4253	806	114	6220929	6225097	3619379	3623505	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2026	ptg000181l_1_1_1	LR736855.1	76.175	4193	801	121	6220826	6224918	3619424	3623518	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2023	ptg000181l_1_1_1	LR736855.1	76.129	4231	798	108	6209001	6213155	3619424	3623518	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2015	ptg000181l_1_1_1	LR736855.1	76.047	4225	817	104	6189754	6193881	3619379	3623505	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2012	ptg000181l_1_1_1	LR736855.1	75.994	4199	836	101	6220083	6224205	3619416	3623518	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	2006	ptg000181l_1_1_1	LR736855.1	75.902	4270	835	112	325595	329813	3619379	3623505	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	1993	ptg000181l_1_1_1	LR736855.1	75.821	4322	829	112	6210274	6214561	3619379	3623518	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	1989	ptg000181l_1_1_1	LR736855.1	75.921	4207	831	118	6210483	6214573	3619378	3623518	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	1978	ptg000181l_1_1_1	LR736855.1	76.117	4095	799	91	6218558	6222574	3619379	3623372	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	1977	ptg000181l_1_1_1	LR736855.1	75.986	4235	789	127	324471	328663	3619420	3623468	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	1967	ptg000181l_1_1_1	LR736855.1	75.815	4201	840	104	9310688	9314814	3619420	3623518	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	1947	ptg000181l_1_1_1	LR736855.1	75.698	4226	846	98	4241778	4245913	3619379	3623513	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	1905	ptg000181l_1_1_1	LR736855.1	75.573	4229	835	114	11771541	11775718	3619424	3623505	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	1899	ptg000181l_1_1_1	LR736855.1	75.681	4219	800	125	326933	331012	3619381	3623512	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	1890	ptg000181l_1_1_1	LR736855.1	75.574	4225	820	121	11771722	11775825	3619379	3623512	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
ptg000181l_1_1_1	6579	1877	ptg000181l_1_1_1	LR736855.1	75.508	4230	825	112	6190008	6194116	3619379	3623518	0.0	Pecten maximus	Eukaryota	Pecten maximus genome assembly, chromosome: 18
